# Data generated by me. See .ipynb in root dir
,visitors,infected,situation
523,67815,13,vaccin_measures
524,67128,48,vaccin_measures
525,32306,8,vaccin_measures
526,78512,12,vaccin_measures
527,74041,10,vaccin_measures
528,36614,3,vaccin_measures
529,81774,37,vaccin_measures
530,51750,21,vaccin_measures
531,14545,1,vaccin_measures
532,31067,10,vaccin_measures
533,78643,8,vaccin_measures
534,38114,18,vaccin_measures
535,50543,10,vaccin_measures
536,33837,4,vaccin_measures
537,49657,15,vaccin_measures
538,66616,39,vaccin_measures
539,70810,45,vaccin_measures
540,86162,11,vaccin_measures
541,37922,25,vaccin_measures
542,81761,31,vaccin_measures
543,40565,25,vaccin_measures
544,47675,19,vaccin_measures
545,26455,4,vaccin_measures
546,56513,20,vaccin_measures
547,23367,14,vaccin_measures
548,43749,21,vaccin_measures
549,14722,10,vaccin_measures
550,77208,15,vaccin_measures
551,36478,7,vaccin_measures
552,71790,29,vaccin_measures
553,67975,11,vaccin_measures
554,37566,11,vaccin_measures
555,24263,14,vaccin_measures
556,20624,7,vaccin_measures
557,74413,48,vaccin_measures
558,50066,22,vaccin_measures
559,61321,30,vaccin_measures
560,88107,1,vaccin_measures
561,31033,20,vaccin_measures
562,45770,35,vaccin_measures
563,69095,41,vaccin_measures
564,14392,12,vaccin_measures
565,85720,43,vaccin_measures
566,97809,28,vaccin_measures
567,94870,12,vaccin_measures
568,38165,41,vaccin_measures
569,97287,26,vaccin_measures
570,44146,0,vaccin_measures
571,38916,19,vaccin_measures
572,88414,17,vaccin_measures
573,12559,9,vaccin_measures
574,76998,27,vaccin_measures
575,60594,19,vaccin_measures
576,92785,60,vaccin_measures
577,63111,22,vaccin_measures
578,22145,23,vaccin_measures
579,16800,2,vaccin_measures
580,67195,4,vaccin_measures
581,46543,21,vaccin_measures
582,56005,12,vaccin_measures
583,20526,8,vaccin_measures
584,84718,6,vaccin_measures
585,25351,0,vaccin_measures
586,39444,54,vaccin_measures
587,45787,14,vaccin_measures
588,35023,1,vaccin_measures
589,21173,8,vaccin_measures
590,13268,8,vaccin_measures
591,30966,13,vaccin_measures
592,18739,3,vaccin_measures
593,43065,12,vaccin_measures
594,79276,10,vaccin_measures
595,25352,6,vaccin_measures
596,90478,54,vaccin_measures
597,63515,6,vaccin_measures
598,77191,70,vaccin_measures
599,68672,41,vaccin_measures
600,55426,5,vaccin_measures
601,12380,0,vaccin_measures
602,84330,7,vaccin_measures
603,85464,7,vaccin_measures
604,68776,45,vaccin_measures
605,60530,19,vaccin_measures
606,88699,43,vaccin_measures
607,86276,8,vaccin_measures
608,76530,8,vaccin_measures
609,91498,7,vaccin_measures
610,87231,42,vaccin_measures
611,46803,21,vaccin_measures
612,10524,12,vaccin_measures
613,68053,20,vaccin_measures
614,96041,19,vaccin_measures
615,55543,2,vaccin_measures
616,26538,8,vaccin_measures
617,18693,11,vaccin_measures
618,87867,29,vaccin_measures
619,50781,12,vaccin_measures
620,46835,12,vaccin_measures
621,11905,1,vaccin_measures
622,40740,28,vaccin_measures
623,30215,0,vaccin_measures
624,99974,62,vaccin_measures
625,57578,5,vaccin_measures
626,83457,0,vaccin_measures
627,34932,15,vaccin_measures
628,61436,22,vaccin_measures
629,83353,51,vaccin_measures
630,27779,2,vaccin_measures
631,26033,1,vaccin_measures
632,92533,10,vaccin_measures
633,36375,15,vaccin_measures
634,93117,3,vaccin_measures
635,79113,8,vaccin_measures
636,45298,4,vaccin_measures
637,20588,0,vaccin_measures
638,56123,18,vaccin_measures
639,28759,0,vaccin_measures
640,96848,58,vaccin_measures
641,31843,2,vaccin_measures
642,26440,7,vaccin_measures
643,93722,16,vaccin_measures
644,35432,5,vaccin_measures
645,78819,23,vaccin_measures
646,33798,6,vaccin_measures
647,82455,18,vaccin_measures
648,85233,18,vaccin_measures
649,39748,1,vaccin_measures
650,18156,0,vaccin_measures
651,84932,41,vaccin_measures
652,76404,2,vaccin_measures
653,94093,5,vaccin_measures
654,77506,8,vaccin_measures
655,34459,0,vaccin_measures
656,80270,32,vaccin_measures
657,78788,25,vaccin_measures
658,42739,47,vaccin_measures
659,38811,2,vaccin_measures
660,35666,4,vaccin_measures
661,83660,60,vaccin_measures
662,48646,12,vaccin_measures
663,39739,37,vaccin_measures
664,67072,16,vaccin_measures
665,41142,5,vaccin_measures
666,97153,115,vaccin_measures
667,17049,13,vaccin_measures
668,97450,23,vaccin_measures
669,30456,29,vaccin_measures
670,72466,36,vaccin_measures
671,53325,2,vaccin_measures
672,63319,26,vaccin_measures
673,62681,23,vaccin_measures
674,15556,7,vaccin_measures
675,59259,27,vaccin_measures
676,77923,15,vaccin_measures
677,58564,31,vaccin_measures
678,76189,53,vaccin_measures
679,78017,39,vaccin_measures
680,11506,0,vaccin_measures
681,39633,0,vaccin_measures
682,99864,2,vaccin_measures
683,14198,0,vaccin_measures
684,67062,10,vaccin_measures
685,16610,2,vaccin_measures
686,86959,4,vaccin_measures
687,73785,27,vaccin_measures
688,34041,0,vaccin_measures
689,65335,4,vaccin_measures
690,49217,47,vaccin_measures
691,32832,6,vaccin_measures
692,20787,5,vaccin_measures
693,44122,14,vaccin_measures
694,68271,6,vaccin_measures
695,75690,64,vaccin_measures
696,57729,25,vaccin_measures
697,77329,2,vaccin_measures
698,71132,2,vaccin_measures
699,75181,47,vaccin_measures
700,36575,0,vaccin_measures
701,27646,2,vaccin_measures
702,57233,7,vaccin_measures
703,51325,35,vaccin_measures
704,52970,6,vaccin_measures
705,25719,6,vaccin_measures
706,46429,13,vaccin_measures
707,76329,18,vaccin_measures
708,55233,1,vaccin_measures
709,21743,3,vaccin_measures
710,79926,6,vaccin_measures
711,14560,7,vaccin_measures
712,61143,47,vaccin_measures
713,46203,3,vaccin_measures
714,39026,2,vaccin_measures
715,21225,19,vaccin_measures
716,97781,24,vaccin_measures
717,32446,7,vaccin_measures
718,12752,0,vaccin_measures
719,56974,6,vaccin_measures
720,72860,33,vaccin_measures
721,30548,4,vaccin_measures
722,54934,39,vaccin_measures
723,16014,12,vaccin_measures
724,25825,5,vaccin_measures
725,72827,18,vaccin_measures
726,68739,29,vaccin_measures
727,93187,34,vaccin_measures
728,66780,26,vaccin_measures
729,13648,2,vaccin_measures
730,34392,19,vaccin_measures
731,21093,14,vaccin_measures
732,46755,7,vaccin_measures
733,85280,8,vaccin_measures
734,19073,4,vaccin_measures
735,60841,6,vaccin_measures
736,56249,27,vaccin_measures
737,85421,20,vaccin_measures
738,16591,14,vaccin_measures
739,32683,24,vaccin_measures
740,98437,4,vaccin_measures
741,17242,3,vaccin_measures
742,78379,33,vaccin_measures
743,10981,1,vaccin_measures
744,64439,8,vaccin_measures
745,54355,22,vaccin_measures
746,95733,24,vaccin_measures
747,40524,14,vaccin_measures
748,20895,4,vaccin_measures
749,69322,34,vaccin_measures
750,21975,10,vaccin_measures
751,62923,0,vaccin_measures
752,43277,4,vaccin_measures
753,76047,12,vaccin_measures
754,76386,69,vaccin_measures
755,27679,5,vaccin_measures
756,32399,4,vaccin_measures
757,57852,7,vaccin_measures
758,22500,0,vaccin_measures
759,40197,21,vaccin_measures
760,69686,2,vaccin_measures
761,33763,5,vaccin_measures
762,72297,36,vaccin_measures
763,95601,56,vaccin_measures
764,20961,0,vaccin_measures
765,81875,0,vaccin_measures
766,42144,16,vaccin_measures
767,26998,13,vaccin_measures
768,22641,15,vaccin_measures
769,31207,12,vaccin_measures
770,28547,24,vaccin_measures
771,68961,38,vaccin_measures
772,84284,19,vaccin_measures
773,25368,11,vaccin_measures
774,68382,35,vaccin_measures
775,25347,10,vaccin_measures
776,73158,4,vaccin_measures
777,41517,2,vaccin_measures
778,38343,16,vaccin_measures
779,95507,17,vaccin_measures
780,66665,25,vaccin_measures
781,56541,9,vaccin_measures
782,23275,6,vaccin_measures
783,53821,1,vaccin_measures
784,29400,5,vaccin_measures
785,78741,20,vaccin_measures
786,23043,26,vaccin_measures
787,32043,7,vaccin_measures
788,62758,17,vaccin_measures
789,58337,12,vaccin_measures
790,38981,8,vaccin_measures
791,92673,35,vaccin_measures
792,57539,14,vaccin_measures
793,48497,28,vaccin_measures
794,65295,1,vaccin_measures
795,77425,28,vaccin_measures
796,78380,12,vaccin_measures
797,32786,4,vaccin_measures
798,29827,5,vaccin_measures
799,53802,12,vaccin_measures
800,84581,17,vaccin_measures
801,97487,19,vaccin_measures
802,45987,1,vaccin_measures
803,89757,24,vaccin_measures
804,12054,7,vaccin_measures
805,80875,15,vaccin_measures
806,55382,9,vaccin_measures
807,91196,47,vaccin_measures
808,60785,19,vaccin_measures
809,39592,2,vaccin_measures
810,31784,19,vaccin_measures
811,45948,15,vaccin_measures
812,28452,8,vaccin_measures
813,30675,7,vaccin_measures
814,76389,3,vaccin_measures
815,53202,7,vaccin_measures
816,30518,9,vaccin_measures
817,75372,12,vaccin_measures
818,74850,49,vaccin_measures
819,88994,64,vaccin_measures
820,61253,17,vaccin_measures
821,78116,63,vaccin_measures
822,12171,3,vaccin_measures
823,33197,3,vaccin_measures
824,70156,30,vaccin_measures
825,31757,4,vaccin_measures
826,41245,11,vaccin_measures
827,99854,80,vaccin_measures
828,29647,15,vaccin_measures
829,86302,49,vaccin_measures
830,49858,11,vaccin_measures
831,96623,0,vaccin_measures
832,10981,4,vaccin_measures
833,53691,10,vaccin_measures
834,45992,15,vaccin_measures
835,95659,91,vaccin_measures
836,57464,37,vaccin_measures
837,83847,54,vaccin_measures
838,58072,31,vaccin_measures
839,40059,5,vaccin_measures
840,47944,27,vaccin_measures
841,24774,5,vaccin_measures
842,84700,46,vaccin_measures
843,82952,54,vaccin_measures
844,47105,16,vaccin_measures
845,72446,36,vaccin_measures
846,32417,5,vaccin_measures
847,37433,3,vaccin_measures
848,86381,39,vaccin_measures
849,50128,10,vaccin_measures
850,35426,3,vaccin_measures
851,98792,0,vaccin_measures
852,29319,19,vaccin_measures
853,80521,13,vaccin_measures
854,76262,55,vaccin_measures
855,44398,15,vaccin_measures
856,45391,11,vaccin_measures
857,86662,14,vaccin_measures
858,90888,8,vaccin_measures
859,23615,8,vaccin_measures
860,90454,57,vaccin_measures
861,80061,20,vaccin_measures
862,71530,4,vaccin_measures
863,24348,3,vaccin_measures
864,48402,6,vaccin_measures
865,78247,31,vaccin_measures
866,33591,2,vaccin_measures
867,18017,2,vaccin_measures
868,57360,10,vaccin_measures
869,37546,0,vaccin_measures
870,45889,7,vaccin_measures
871,43317,13,vaccin_measures
872,76611,52,vaccin_measures
873,40806,5,vaccin_measures
874,84683,0,vaccin_measures
875,86837,44,vaccin_measures
876,16368,11,vaccin_measures
877,68057,43,vaccin_measures
878,21945,7,vaccin_measures
879,33418,7,vaccin_measures
880,39087,7,vaccin_measures
881,46307,42,vaccin_measures
882,82743,18,vaccin_measures
883,78230,20,vaccin_measures
884,47851,3,vaccin_measures
885,88682,7,vaccin_measures
886,19377,9,vaccin_measures
887,36197,32,vaccin_measures
888,29621,1,vaccin_measures
889,21825,17,vaccin_measures
890,90053,7,vaccin_measures
891,71329,0,vaccin_measures
892,21875,14,vaccin_measures
893,61602,9,vaccin_measures
894,71497,41,vaccin_measures
895,10293,4,vaccin_measures
896,25043,8,vaccin_measures
897,24870,24,vaccin_measures
898,19156,14,vaccin_measures
899,98555,70,vaccin_measures
900,78577,39,vaccin_measures
901,51104,46,vaccin_measures
902,13867,12,vaccin_measures
903,48571,8,vaccin_measures
904,56173,15,vaccin_measures
905,64137,14,vaccin_measures
906,20460,0,vaccin_measures
907,84029,23,vaccin_measures
908,53729,14,vaccin_measures
909,81946,26,vaccin_measures
910,84633,78,vaccin_measures
911,10941,13,vaccin_measures
912,33390,10,vaccin_measures
913,98893,18,vaccin_measures
914,30830,1,vaccin_measures
915,86999,5,vaccin_measures
916,30804,14,vaccin_measures
917,71392,11,vaccin_measures
918,10931,2,vaccin_measures
919,22493,11,vaccin_measures
920,18196,0,vaccin_measures
921,15047,3,vaccin_measures
922,73098,42,vaccin_measures
923,13692,8,vaccin_measures
924,68965,18,vaccin_measures
925,68151,17,vaccin_measures
926,31636,8,vaccin_measures
927,53619,14,vaccin_measures
928,53919,18,vaccin_measures
929,79768,39,vaccin_measures
930,69129,15,vaccin_measures
931,99800,50,vaccin_measures
932,41389,28,vaccin_measures
933,59943,24,vaccin_measures
934,26929,8,vaccin_measures
935,51747,3,vaccin_measures
936,17494,11,vaccin_measures
937,22118,7,vaccin_measures
938,70726,63,vaccin_measures
939,41471,16,vaccin_measures
940,78882,60,vaccin_measures
941,74906,70,vaccin_measures
942,54714,16,vaccin_measures
943,35815,0,vaccin_measures
944,89544,46,vaccin_measures
945,37678,14,vaccin_measures
946,87017,4,vaccin_measures
947,68579,12,vaccin_measures
948,88152,19,vaccin_measures
949,45521,38,vaccin_measures
950,89932,13,vaccin_measures
951,88178,27,vaccin_measures
952,18132,14,vaccin_measures
953,19805,7,vaccin_measures
954,29919,3,vaccin_measures
955,48434,62,vaccin_measures
956,69316,12,vaccin_measures
957,61979,11,vaccin_measures
958,83353,12,vaccin_measures
959,92111,24,vaccin_measures
960,87396,4,vaccin_measures
961,95938,4,vaccin_measures
962,35788,33,vaccin_measures
963,32856,13,vaccin_measures
964,23774,5,vaccin_measures
965,55729,95,vaccin_measures
966,59779,14,vaccin_measures
967,37036,6,vaccin_measures
968,23242,10,vaccin_measures
969,88900,78,vaccin_measures
970,35742,3,vaccin_measures
971,45834,30,vaccin_measures
972,88312,7,vaccin_measures
973,59655,1,vaccin_measures
974,18317,14,vaccin_measures
975,98046,24,vaccin_measures
976,65052,14,vaccin_measures
977,50156,0,vaccin_measures
978,64727,41,vaccin_measures
979,91575,20,vaccin_measures
980,77581,4,vaccin_measures
981,56169,22,vaccin_measures
982,57977,20,vaccin_measures
983,41746,20,vaccin_measures
984,63714,9,vaccin_measures
985,86948,44,vaccin_measures
986,69640,34,vaccin_measures
987,65135,57,vaccin_measures
988,84205,31,vaccin_measures
989,25661,1,vaccin_measures
990,27634,19,vaccin_measures
991,55257,11,vaccin_measures
992,76503,15,vaccin_measures
993,52219,28,vaccin_measures
994,69689,45,vaccin_measures
995,26725,6,vaccin_measures
996,13564,6,vaccin_measures
997,91739,5,vaccin_measures
998,27127,19,vaccin_measures
999,17807,7,vaccin_measures
